# Метеостанция Шереметьево / им. А. С. Пушкина (аэропорт), Россия, METAR=UUEE, выборка с 01.01.2023 по 31.01.2023, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUEE&lang=ru
#
"Местное время в Шереметьево / им. А. С. Пушкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"07.01.2023 21:30";"-22.0";"752.5";"771.9";"77";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 120 м";"9.0";"-25.0";
"07.01.2023 21:00";"-21.0";"752.6";"771.9";"77";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 20:30";"-22.0";"752.5";"771.9";"77";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"07.01.2023 20:00";"-21.0";"752.6";"771.9";"77";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 19:30";"-21.0";"752.6";"771.9";"77";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 19:00";"-21.0";"752.6";"771.9";"77";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 18:30";"-21.0";"752.6";"771.9";"77";"Ветер, дующий с запада";"4";"";"Слабый(ая)(ые) снег";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 18:00";"-21.0";"752.6";"771.9";"77";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 270 м";"10.0 и более";"-24.0";
"07.01.2023 17:30";"-21.0";"752.6";"771.9";"77";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 17:00";"-20.0";"752.7";"771.9";"71";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 16:30";"-20.0";"752.7";"771.9";"71";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 16:00";"-20.0";"752.7";"771.9";"71";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 15:30";"-21.0";"751.8";"771.1";"77";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 15:00";"-21.0";"751.8";"771.1";"77";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 14:30";"-20.0";"751.9";"771.1";"71";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 14:00";"-21.0";"751.8";"771.1";"77";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"07.01.2023 13:30";"-22.0";"751.7";"771.1";"77";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"07.01.2023 13:00";"-22.0";"751.7";"771.1";"77";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"07.01.2023 12:30";"-22.0";"751.7";"771.1";"70";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"07.01.2023 12:00";"-23.0";"751.7";"771.1";"77";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"07.01.2023 11:30";"-23.0";"751.7";"771.1";"77";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"07.01.2023 11:00";"-24.0";"750.9";"770.4";"76";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"07.01.2023 10:30";"-24.0";"750.9";"770.4";"76";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"07.01.2023 10:00";"-25.0";"750.8";"770.4";"76";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"07.01.2023 09:30";"-25.0";"750.0";"769.6";"76";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"07.01.2023 09:00";"-25.0";"750.0";"769.6";"76";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"07.01.2023 08:30";"-25.0";"750.0";"769.6";"76";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"07.01.2023 08:00";"-25.0";"749.4";"768.9";"76";"Ветер, дующий с северо-запада";"3";"";"";"";"Незначительная (10-30%) 90 м";"10.0 и более";"-28.0";
"07.01.2023 07:30";"-24.0";"749.4";"768.9";"76";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"07.01.2023 07:00";"-25.0";"749.4";"768.9";"76";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"07.01.2023 06:30";"-25.0";"749.4";"768.9";"76";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-28.0";
"07.01.2023 06:00";"-25.0";"748.6";"768.1";"76";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"07.01.2023 05:30";"-25.0";"748.6";"768.1";"76";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"07.01.2023 05:00";"-25.0";"748.6";"768.1";"76";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"07.01.2023 04:30";"-25.0";"747.8";"767.3";"76";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"07.01.2023 04:00";"-25.0";"747.8";"767.3";"76";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"07.01.2023 03:30";"-24.0";"747.9";"767.3";"76";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"07.01.2023 03:00";"-24.0";"747.9";"767.3";"76";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"07.01.2023 02:30";"-24.0";"747.9";"767.3";"76";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"07.01.2023 02:00";"-24.0";"747.9";"767.3";"76";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"07.01.2023 01:30";"-25.0";"747.8";"767.3";"83";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"07.01.2023 01:00";"-24.0";"747.9";"767.3";"76";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"07.01.2023 00:30";"-24.0";"747.9";"767.3";"76";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"07.01.2023 00:00";"-24.0";"747.2";"766.6";"76";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 23:30";"-24.0";"747.2";"766.6";"76";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 23:00";"-24.0";"747.2";"766.6";"84";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 22:30";"-24.0";"747.2";"766.6";"84";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 22:00";"-23.0";"746.5";"765.8";"77";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 21:30";"-23.0";"746.5";"765.8";"77";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 21:00";"-24.0";"746.4";"765.8";"76";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 20:30";"-23.0";"746.5";"765.8";"77";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 20:00";"-23.0";"746.5";"765.8";"77";"Ветер, дующий с северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 19:30";"-23.0";"746.5";"765.8";"77";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 19:00";"-23.0";"746.5";"765.8";"77";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 18:30";"-23.0";"745.7";"765.0";"77";"Ветер, дующий с северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 18:00";"-23.0";"745.7";"765.0";"77";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 17:30";"-22.0";"745.8";"765.0";"77";"Ветер, дующий с западо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"06.01.2023 17:00";"-22.0";"745.8";"765.0";"70";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 16:30";"-22.0";"745.1";"764.3";"77";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"06.01.2023 16:00";"-21.0";"745.2";"764.3";"70";"Ветер, дующий с северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"06.01.2023 15:30";"-21.0";"744.4";"763.5";"77";"Ветер, дующий с северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"06.01.2023 15:00";"-21.0";"744.4";"763.5";"77";"Ветер, дующий с северо-запада";"3";"8";"";"";"Нет существенной облачности";"10.0 и более";"-24.0";
"06.01.2023 14:30";"-21.0";"744.4";"763.5";"70";"Ветер, дующий с северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"06.01.2023 14:00";"-21.0";"744.4";"763.5";"70";"Ветер, дующий с западо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"06.01.2023 13:30";"-22.0";"744.3";"763.5";"77";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-25.0";
"06.01.2023 13:00";"-22.0";"743.6";"762.8";"70";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 12:30";"-23.0";"744.2";"763.5";"77";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-26.0";
"06.01.2023 12:00";"-23.0";"743.6";"762.8";"70";"Ветер, дующий с северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 11:30";"-24.0";"743.5";"762.8";"76";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 11:00";"-24.0";"743.5";"762.8";"76";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 10:30";"-24.0";"742.7";"762.0";"70";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"06.01.2023 10:00";"-25.0";"742.6";"762.0";"76";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"06.01.2023 09:30";"-25.0";"742.6";"762.0";"76";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"06.01.2023 09:00";"-25.0";"741.9";"761.2";"76";"Ветер, дующий с северо-северо-запада";"4";"10";"";"";"Нет существенной облачности";"10.0 и более";"-28.0";
"06.01.2023 08:30";"-25.0";"741.9";"761.2";"83";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 08:00";"-24.0";"741.2";"760.5";"76";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 07:30";"-24.0";"741.2";"760.5";"76";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 07:00";"-24.0";"741.2";"760.5";"76";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 06:30";"-24.0";"740.5";"759.7";"76";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-27.0";
"06.01.2023 06:00";"-24.0";"740.5";"759.7";"76";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Незначительная (10-30%) 120 м";"10.0 и более";"-27.0";
"06.01.2023 05:30";"-23.0";"740.5";"759.7";"77";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Рассеянная (40-50%) 120 м";"10.0 и более";"-26.0";
"06.01.2023 05:00";"-23.0";"739.9";"759.0";"77";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Рассеянная (40-50%) 120 м";"10.0 и более";"-26.0";
"06.01.2023 04:30";"-23.0";"739.9";"759.0";"77";"Ветер, дующий с севера";"5";"";"";"";"Рассеянная (40-50%) 120 м";"10.0 и более";"-26.0";
"06.01.2023 04:00";"-22.0";"739.2";"758.2";"77";"Ветер, дующий с северо-северо-запада";"5";"";"Дымка";"";"Рассеянная (40-50%) 120 м";"10.0 и более";"-25.0";
"06.01.2023 03:30";"-22.0";"739.2";"758.2";"77";"Ветер, дующий с севера";"4";"";"";"";"Рассеянная (40-50%) 120 м";"10.0 и более";"-25.0";
"06.01.2023 03:00";"-22.0";"738.7";"757.7";"77";"Ветер, дующий с севера";"5";"";"";"";"Незначительная (10-30%) 150 м";"10.0 и более";"-25.0";
"06.01.2023 02:30";"-22.0";"738.7";"757.7";"84";"Ветер, дующий с севера";"5";"";"";"";"Незначительная (10-30%) 150 м";"10.0 и более";"-24.0";
"06.01.2023 02:00";"-21.0";"738.7";"757.7";"77";"Ветер, дующий с севера";"4";"";"";"";"Незначительная (10-30%) 120 м";"10.0 и более";"-24.0";
"06.01.2023 01:30";"-21.0";"738.0";"756.9";"77";"Ветер, дующий с севера";"4";"";"";"";"Незначительная (10-30%) 150 м";"10.0 и более";"-24.0";
"06.01.2023 01:00";"-20.0";"738.0";"756.9";"77";"Ветер, дующий с севера";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-23.0";
"06.01.2023 00:30";"-20.0";"738.0";"756.9";"77";"Ветер, дующий с севера";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-23.0";
"06.01.2023 00:00";"-19.0";"737.4";"756.2";"77";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-22.0";
"05.01.2023 23:30";"-19.0";"737.4";"756.2";"84";"Ветер, дующий с севера";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-21.0";
"05.01.2023 23:00";"-18.0";"737.5";"756.2";"78";"Ветер, дующий с севера";"6";"11";"";"";"Рассеянная (40-50%) 300 м";"10.0 и более";"-21.0";
"05.01.2023 22:30";"-18.0";"736.7";"755.4";"84";"Ветер, дующий с севера";"6";"";"";"";"Рассеянная (40-50%) 210 м";"10.0 и более";"-20.0";
"05.01.2023 22:00";"-17.0";"736.8";"755.4";"85";"Ветер, дующий с севера";"6";"";"";"";"Рассеянная (40-50%) 210 м";"10.0 и более";"-19.0";
"05.01.2023 21:30";"-16.0";"736.1";"754.6";"85";"Ветер, дующий с севера";"5";"";"";"";"Разорванная (60-90%) 150 м";"10.0 и более";"-18.0";
"05.01.2023 21:00";"-15.0";"736.2";"754.6";"85";"Ветер, дующий с севера";"5";"";"";"";"Разорванная (60-90%) 120 м";"10.0 и более";"-17.0";
"05.01.2023 20:30";"-14.0";"736.2";"754.6";"85";"Ветер, дующий с севера";"6";"";"";"";"Разорванная (60-90%) 150 м";"10.0 и более";"-16.0";
"05.01.2023 20:00";"-13.0";"736.3";"754.6";"85";"Ветер, дующий с севера";"5";"";"";"";"Разорванная (60-90%) 180 м";"10.0 и более";"-15.0";
"05.01.2023 19:30";"-12.0";"735.7";"753.9";"79";"Ветер, дующий с севера";"5";"";"";"";"Рассеянная (40-50%) 210 м";"10.0 и более";"-15.0";
"05.01.2023 19:00";"-12.0";"735.7";"753.9";"85";"Ветер, дующий с севера";"5";"";"";"";"Рассеянная (40-50%) 90 м";"10.0 и более";"-14.0";
"05.01.2023 18:30";"-11.0";"735.8";"753.9";"85";"Ветер, дующий с северо-северо-востока";"6";"";"";"";"Разорванная (60-90%) 180 м";"10.0 и более";"-13.0";
"05.01.2023 18:00";"-11.0";"735.8";"753.9";"85";"Ветер, дующий с севера";"5";"";"";"";"Рассеянная (40-50%) 270 м";"10.0 и более";"-13.0";
"05.01.2023 17:30";"-10.0";"735.8";"753.9";"85";"Ветер, дующий с северо-северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 210 м";"10.0 и более";"-12.0";
"05.01.2023 17:00";"-9.0";"735.1";"753.1";"79";"Ветер, дующий с северо-северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 330 м";"10.0 и более";"-12.0";
"05.01.2023 16:30";"-9.0";"735.1";"753.1";"79";"Ветер, дующий с севера";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 390 м";"10.0 и более";"-12.0";
"05.01.2023 16:00";"-8.0";"735.2";"753.1";"79";"Ветер, дующий с северо-северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 420 м";"9.0";"-11.0";
"05.01.2023 15:30";"-8.0";"735.2";"753.1";"73";"Ветер, дующий с севера";"4";"";"";"";"Рассеянная (40-50%) 450 м";"10.0 и более";"-12.0";
"05.01.2023 15:00";"-8.0";"735.2";"753.1";"73";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"05.01.2023 14:30";"-8.0";"735.2";"753.1";"73";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Рассеянная (40-50%) 330 м";"10.0 и более";"-12.0";
"05.01.2023 14:00";"-7.0";"735.2";"753.1";"73";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"05.01.2023 13:30";"-7.0";"735.2";"753.1";"73";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"05.01.2023 13:00";"-7.0";"735.2";"753.1";"79";"Ветер, дующий с северо-северо-востока";"4";"";"Слабый(ая)(ые) снег";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"05.01.2023 12:30";"-7.0";"735.2";"753.1";"79";"Ветер, дующий с северо-северо-востока";"3";"";"Слабый(ая)(ые) снег";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"05.01.2023 12:00";"-7.0";"736.0";"753.9";"86";"Ветер, дующий с севера";"4";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 330 м";"10.0 и более";"-9.0";
"05.01.2023 11:30";"-7.0";"736.0";"753.9";"86";"Ветер, дующий с северо-северо-востока";"5";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 420 м";"10.0 и более";"-9.0";
"05.01.2023 11:00";"-6.0";"736.1";"753.9";"80";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 420 м";"10.0 и более";"-9.0";
"05.01.2023 10:30";"-6.0";"736.1";"753.9";"80";"Ветер, дующий с севера";"3";"";"";"";"Разорванная (60-90%) 510 м";"10.0 и более";"-9.0";
"05.01.2023 10:00";"-6.0";"736.1";"753.9";"86";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-8.0";
"05.01.2023 09:30";"-6.0";"736.1";"753.9";"86";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-8.0";
"05.01.2023 09:00";"-5.0";"736.2";"753.9";"86";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Разорванная (60-90%) 300 м";"10.0 и более";"-7.0";
"05.01.2023 08:30";"-5.0";"736.2";"753.9";"80";"Ветер, дующий с северо-запада";"2";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 330 м";"10.0 и более";"-8.0";
"05.01.2023 08:00";"-5.0";"736.2";"753.9";"86";"Ветер, дующий с северо-северо-запада";"2";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 390 м";"10.0 и более";"-7.0";
"05.01.2023 07:30";"-5.0";"736.2";"753.9";"86";"Ветер, дующий с северо-северо-запада";"2";"7";"Слабый(ая)(ые) снег";"Снег";"Незначительная (10-30%) 480 м";"10.0 и более";"-7.0";
"05.01.2023 07:00";"-5.0";"736.2";"753.9";"86";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"05.01.2023 06:30";"-5.0";"736.2";"753.9";"86";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) снег";"";"Нет существенной облачности";"10.0 и более";"-7.0";
"05.01.2023 06:00";"-5.0";"736.8";"754.6";"86";"Ветер, дующий с северо-северо-запада";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 270 м";"10.0 и более";"-7.0";
"05.01.2023 05:30";"-5.0";"736.8";"754.6";"86";"Ветер, дующий с северо-запада";"3";"";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 330 м";"10.0 и более";"-7.0";
"05.01.2023 05:00";"-4.0";"736.9";"754.6";"86";"Ветер, дующий с северо-запада";"3";"";"Слабый(ая)(ые) снег";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"05.01.2023 04:30";"-4.0";"736.9";"754.6";"86";"Ветер, дующий с северо-запада";"3";"";"Слабый(ая)(ые) снег";"";"Нет существенной облачности";"10.0 и более";"-6.0";
"05.01.2023 04:00";"-4.0";"736.9";"754.6";"86";"Ветер, дующий с западо-северо-запада";"4";"";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 300 м";"10.0 и более";"-6.0";
"05.01.2023 03:30";"-4.0";"736.9";"754.6";"93";"Ветер, дующий с западо-северо-запада";"5";"";"Слабый(ая)(ые) снег";"Снег";"Незначительная (10-30%) 270 м";"10.0 и более";"-5.0";
"05.01.2023 03:00";"-4.0";"736.9";"754.6";"86";"Ветер, дующий с западо-северо-запада";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 360 м";"10.0 и более";"-6.0";
"05.01.2023 02:30";"-3.0";"737.0";"754.6";"86";"Ветер, дующий с западо-северо-запада";"6";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 330 м";"9.0";"-5.0";
"05.01.2023 02:00";"-3.0";"737.0";"754.6";"93";"Ветер, дующий с запада";"6";"";"Слабый(ая)(ые) снег";"Ливень (ливни), снег";"Сплошная (100%) 300 м";"9.0";"-4.0";
"05.01.2023 01:30";"-3.0";"737.0";"754.6";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Рассеянная (40-50%) 300 м, разорванная (60-90%) 840 м, кучево-дождевые облака";"2.5";"-4.0";
"05.01.2023 01:00";"-2.0";"737.0";"754.6";"86";"Ветер, дующий с западо-юго-запада";"7";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 360 м";"10.0 и более";"-4.0";
"05.01.2023 00:30";"-2.0";"737.8";"755.4";"86";"Ветер, дующий с запада";"7";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 390 м";"10.0 и более";"-4.0";
"05.01.2023 00:00";"-2.0";"737.8";"755.4";"86";"Ветер, дующий с западо-юго-запада";"7";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 270 м";"10.0 и более";"-4.0";
"04.01.2023 23:30";"-2.0";"737.8";"755.4";"86";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 270 м";"10.0 и более";"-4.0";
"04.01.2023 23:00";"-2.0";"737.8";"755.4";"86";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 240 м";"10.0 и более";"-4.0";
"04.01.2023 22:30";"-2.0";"738.6";"756.2";"86";"Ветер, дующий с западо-юго-запада";"7";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 300 м";"10.0 и более";"-4.0";
"04.01.2023 22:00";"-3.0";"738.5";"756.2";"93";"Ветер, дующий с западо-юго-запада";"6";"";"Слабый(ая)(ые) ливень (ливни), снег";"Ливень (ливни), снег";"Рассеянная (40-50%) 240 м, разорванная (60-90%) 930 м, кучево-дождевые облака";"7.0";"-4.0";
"04.01.2023 21:30";"-3.0";"738.5";"756.2";"93";"Ветер, дующий с юго-запада";"5";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Рассеянная (40-50%) 210 м, разорванная (60-90%) 630 м, кучево-дождевые облака";"2.3";"-4.0";
"04.01.2023 21:00";"-3.0";"738.5";"756.2";"86";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Рассеянная (40-50%) 210 м, разорванная (60-90%) 630 м, кучево-дождевые облака";"2.8";"-5.0";
"04.01.2023 20:30";"-4.0";"739.1";"756.9";"93";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) ливень (ливни), снег";"Ливень (ливни), снег";"Рассеянная (40-50%) 240 м, разорванная (60-90%) 1110 м, кучево-дождевые облака";"4.7";"-5.0";
"04.01.2023 20:00";"-4.0";"739.1";"756.9";"93";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) снег";"Ливень (ливни), снег";"Сплошная (100%) 750 м";"6.0";"-5.0";
"04.01.2023 19:30";"-4.0";"739.9";"757.7";"93";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) снег";"Ливень (ливни), снег";"Сплошная (100%) 390 м";"2.2";"-5.0";
"04.01.2023 19:00";"-4.0";"739.9";"757.7";"86";"Ветер, дующий с юго-запада";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 450 м";"9.0";"-6.0";
"04.01.2023 18:30";"-4.0";"740.4";"758.2";"86";"Ветер, дующий с юго-юго-запада";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 360 м";"6.0";"-6.0";
"04.01.2023 18:00";"-4.0";"740.4";"758.2";"86";"Ветер, дующий с юго-запада";"4";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"-6.0";
